Gender,Age,Income,Education,Relationship Status,Residence,Home,Q21,Q22,Q24,Q41_1,Q41_2,Q41_3,Q41_5,Q26,Driving Kids,Car Seat Cost,Exercise,Activities_1,Activities_2,Activities_3,Activities_4,Activities_5,Activities_6,Activities_7,Q33,Q34,Q28,Accidents,Q30,Q31,Q32,Q43,Q44,Q42_1,Q42_2,Q42_3,Q42_4,Q40_9,Q40_10,Q40_11,Q40_12,Q40,Q42,Q35,Q43,Q37,Q44,Q38,Q45,Q39,Q46,Q36
Non-binary / third gender,18-25,"$100,000 - $149,999",Some college,Single,Suburban,Single family home,2,11-25 lbs,No,,49,,202,No,No,,3-5,3,1 = Never,1 = Never,1 = Never,2,1 = Never,2,No,I do not drive with my dogs,Yes,No,No,No,No,No,,3,3,3,3,2,4,3,1,,Yes,,,,,,,,,300
Female,41-56,"< $50,000",4 year degree,Single,Suburban,Single family home,1,11-25 lbs,No,0,70,0,52,No,Yes,$200 - $299,3-5,5 = Always,2,1 = Never,3,4,2,4,No,"SUV or Cross-over,Sedan,Truck",No,No,No,No,No,No,,5 = Most Influential,3,5 = Most Influential,2,2,4,3,1,No,,,,,,,,,,50
Male,25-40,"$50,000 -$99,999",Some college,Married or Domestic Partnership,Urban,Single family home,1,41-70 lbs,No,,45,,20,No,Yes,$200 - $299,3-5,4,2,1 = Never,1 = Never,3,2,4,No,"SUV or Cross-over,Truck",No,Yes,No,No,No,No,,3,3,4,1 = Least Influential,2,4,3,1,Yes,,,,,,,,,,150
Female,18-25,"$50,000 -$99,999",Some college,In a relationship,Suburban,Apartment,3+,"< 10 lbs,41-70 lbs,71-90 lbs",No,0,164,0,29,No,No,,3-5,5 = Always,4,1 = Never,2,1 = Never,1 = Never,1 = Never,No,"Sports car,SUV or Cross-over",Yes,Yes,No,No,No,Yes,0,4,4,4,4,1,3,4,2,,,,,,,,,Yes,,300
Female,25-40,"$50,000 -$99,999",Graduate degree and beyond,Single,Major City,Townhouse,1,71-90 lbs,No,,72,,,Yes,No,,1-2,2,1 = Never,1 = Never,3,2,2,2,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,4,2,3,4,2,4,3,1,,,,,Yes,,,,,,100
Male,18-25,"$50,000 -$99,999",4 year degree,Single,Rural,Apartment,2,"11-25 lbs,41-70 lbs",No,,60,,,Yes,No,,3-5,3,1 = Never,1 = Never,2,1 = Never,1 = Never,1 = Never,No,Sedan,No,No,No,No,No,No,,3,3,5 = Most Influential,2,2,3,4,1,,,,,No,,,,,,30
Female,18-25,"< $50,000",4 year degree,In a relationship,Urban,Single family home,1,11-25 lbs,No,,11,,,No,No,,1-2,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,SUV or Cross-over,No,No,No,No,No,No,,1 = Least Influential,5 = Most Influential,2,4,2,3,4,1,No,,,,,,,,,,$60
Female,18-25,"< $50,000",Some college,In a relationship,Suburban,Townhouse,2,41-70 lbs,Yes,202,209,153,52,No,No,,1-2,4,2,1 = Never,1 = Never,2,1 = Never,1 = Never,No,SUV or Cross-over,Yes,No,No,No,No,No,,3,3,4,2,2,4,3,1,,,,,,,,,,Yes,150
Female,18-25,"$150,000 - $199,999",Some college,Single,Suburban,Single family home,1,91 - 120 lbs,Yes,29,98,13,0,No,No,,3-5,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,2,5 = Most Influential,4,3,2,4,3,1,,,,Yes,,,,,,,$250
Female,25-40,"< $50,000",2 year degree,Married or Domestic Partnership,Suburban,Single family home,1,< 10 lbs,No,0,40,0,0,No,Yes,$50 - $99,0,2,1 = Never,1 = Never,3,4,3,2,No,SUV or Cross-over,No,No,No,No,No,No,,5 = Most Influential,2,5 = Most Influential,1 = Least Influential,2,4,3,1,,No,,,,,,,,,$75
Female,18-25,"$50,000 -$99,999",4 year degree,Single,Rural,Single family home,2,91 - 120 lbs,No,0,201,0,0,No,No,,1-2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,Sedan,No,No,No,No,No,No,,3,3,3,2,3,4,1,2,,,,,Yes,,,,,,125
Male,25-40,"$50,000 -$99,999",Some college,Single,Suburban,Single family home,1,11-25 lbs,No,103,246,,205,No,No,,1-2,3,2,1 = Never,1 = Never,2,4,1 = Never,No,"Compact,Mini-van or van",No,No,No,No,No,No,,5 = Most Influential,3,4,2,1,4,2,3,,,,No,,,,,,,0
Female,25-40,"$50,000 -$99,999",2 year degree,Married or Domestic Partnership,Suburban,Single family home,1,41-70 lbs,No,,72,,,No,Yes,$200 - $299,1-2,5 = Always,3,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,Sedan,Yes,No,No,No,No,No,,3,3,4,3,2,3,4,1,,,,,,No,,,,,50
Female,25-40,"$100,000 - $149,999",4 year degree,Married or Domestic Partnership,Suburban,Single family home,2,"41-70 lbs,91 - 120 lbs",Yes,40,102,,,No,No,,1-2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,2,No,SUV or Cross-over,Yes,Yes,No,No,Yes,No,,5 = Most Influential,3,4,4,2,3,4,1,,,,,No,,,,,,45
Female,41-56,"$50,000 -$99,999",Trade profession,Married or Domestic Partnership,Suburban,Single family home,1,71-90 lbs,No,0,149,,60,No,Yes,$100 - $199,3-5,5 = Always,1 = Never,1 = Never,1 = Never,3,1 = Never,1 = Never,No,Truck,No,No,No,No,No,No,,3,3,3,1 = Least Influential,2,4,3,1,,,,,,,Yes,,,,175.00
Female,25-40,"$50,000 -$99,999",Graduate degree and beyond,In a relationship,Suburban,Single family home,1,71-90 lbs,No,39,94,,0,No,No,,1-2,3,1 = Never,1 = Never,1 = Never,2,2,1 = Never,No,Sports car,Yes,No,No,No,No,No,,4,3,3,2,2,3,4,1,,,,,,,,Yes,,,100
Male,18-25,"$100,000 - $149,999",4 year degree,In a relationship,Suburban,Single family home,3+,"41-70 lbs,71-90 lbs",No,0,70,0,0,No,No,,6-7,5 = Always,5 = Always,1 = Never,3,5 = Always,1 = Never,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,4,5 = Most Influential,5 = Most Influential,2,1,4,3,2,,,,,,,,,Yes,,100
Male,41-56,"$150,000 - $199,999",4 year degree,Married or Domestic Partnership,Suburban,Single family home,2,91 - 120 lbs,Yes,,203,40,66,No,No,,3-5,3,2,1 = Never,1 = Never,3,1 = Never,2,No,Truck,No,No,No,No,No,Yes,45,3,3,3,3,1,4,2,3,,,,,Yes,,,,,,150
Non-binary / third gender,25-40,"< $50,000",Some college,Married or Domestic Partnership,Rural,Single family home,2,"26-40 lbs,41-70 lbs",No,,41,,,No,No,,6-7,3,2,1 = Never,2,3,2,2,No,"SUV or Cross-over,Compact",Yes,Yes,No,No,No,Yes,0,1 = Least Influential,1 = Least Influential,4,2,1,3,4,2,,,,,,,,No,,,25.00
Male,18-25,"$100,000 - $149,999",2 year degree,In a relationship,Suburban,Single family home,2,"11-25 lbs,26-40 lbs",No,100,180,0,0,No,No,,1-2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,No,No,No,No,No,No,,5 = Most Influential,4,3,1 = Least Influential,1,4,3,2,,,,,No,,,,,,$50
Female,25-40,"$300,000+",4 year degree,Married or Domestic Partnership,Major City,Single family home,1,26-40 lbs,No,103,52,,60,No,Yes,< $100,0,4,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,No,Yes,No,No,No,No,,5 = Most Influential,1 = Least Influential,3,1 = Least Influential,1,4,2,3,No,,,,,,,,,,20
Female,25-40,"< $50,000",Some college,Divorced or Separated,Rural,Single family home,1,71-90 lbs,No,,66,31,31,No,Yes,< $100,1-2,4,1 = Never,1 = Never,3,2,2,3,No,SUV or Cross-over,Yes,Yes,No,No,No,Yes,15,4,4,5 = Most Influential,2,1,4,3,2,,,,,,,,,No,,50
Female,25-40,"$50,000 -$99,999",4 year degree,Married or Domestic Partnership,Suburban,Single family home,2,41-70 lbs,No,,40,,,No,Yes,$100 - $199,3-5,2,1 = Never,1 = Never,1 = Never,2,1 = Never,1 = Never,No,Sedan,Yes,Yes,No,No,No,No,,3,3,5 = Most Influential,4,2,4,3,1,,,,,Yes,,,,,,$100
Female,25-40,"$50,000 -$99,999",Some college,In a relationship,Suburban,Single family home,1,91 - 120 lbs,No,,35,,90,No,Yes,$100 - $199,1-2,3,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,"SUV or Cross-over,Truck",Yes,No,No,No,No,No,,3,3,4,2,2,4,3,1,,Yes,,,,,,,,,250
Female,25-40,"< $50,000",4 year degree,In a relationship,Suburban,Single family home,1,11-25 lbs,No,,20,,,No,Yes,< $100,1-2,2,1 = Never,1 = Never,1 = Never,2,1 = Never,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,1 = Least Influential,3,5 = Most Influential,1 = Least Influential,1,3,4,2,,,,,,Yes,,,,,200
Non-binary / third gender,25-40,"< $50,000",2 year degree,In a relationship,Suburban,Single family home,1,11-25 lbs,No,,20,,,No,No,,1-2,3,2,1 = Never,2,2,1 = Never,1 = Never,No,Compact,No,No,No,No,No,No,,3,4,4,2,2,4,3,1,,,,,Yes,,,,,,200
Female,18-25,"< $50,000",Some college,In a relationship,Suburban,Single family home,1,11-25 lbs,No,,25,,20,No,No,,3-5,3,1 = Never,1 = Never,2,2,2,1 = Never,No,Sedan,No,No,No,No,No,No,,3,4,5 = Most Influential,4,2,4,3,1,,No,,,,,,,,,50
Female,25-40,"< $50,000",Some college,Married or Domestic Partnership,Rural,Single family home,1,41-70 lbs,No,,46,,,No,Yes,$50 - $99,0,2,2,2,1 = Never,3,1 = Never,1 = Never,No,Sedan,No,Yes,No,No,No,No,,1 = Least Influential,1 = Least Influential,5 = Most Influential,3,2,4,3,1,,,Yes,,,,,,,,100
Female,18-25,"< $50,000",4 year degree,Single,Suburban,Single family home,2,< 10 lbs,No,,42,,41,No,No,,0,2,1 = Never,1 = Never,2,2,1 = Never,3,No,Compact,No,No,No,No,No,No,,3,3,4,1 = Least Influential,1,4,3,2,,,,,Yes,,,,,,100
Female,18-25,"$50,000 -$99,999",4 year degree,In a relationship,Suburban,Single family home,2,"91 - 120 lbs,> 120 lbs",No,178,456,,,No,No,,6-7,5 = Always,4,1 = Never,1 = Never,3,1 = Never,1 = Never,No,"SUV or Cross-over,Sedan",No,No,No,No,No,No,,2,2,5 = Most Influential,1 = Least Influential,1,4,2,3,,,,,No,,,,,,50
Male,57+,"< $50,000",High school graduate,In a relationship,Suburban,Single family home,1,71-90 lbs,No,,60,,,No,Yes,< $100,1-2,3,1 = Never,1 = Never,3,4,1 = Never,2,No,Sedan,No,Yes,No,No,No,No,,4,2,5 = Most Influential,2,3,4,2,1,,,,No,,,,,,,75
Male,57+,"< $50,000",Some college,Married or Domestic Partnership,Urban,Multi-family home,1,11-25 lbs,No,,25,,,No,Yes,< $100,0,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,Sedan,Yes,Yes,Yes,No,No,No,,2,2,5 = Most Influential,2,2,4,3,1,,,,,No,,,,,,50.00
Female,18-25,"< $50,000",Some college,Single,Suburban,Single family home,2,41-70 lbs,No,25,47,,,No,No,,1-2,3,1 = Never,1 = Never,2,2,1 = Never,3,No,I do not drive with my dogs,Yes,Yes,No,No,No,No,,4,4,3,1 = Least Influential,2,4,3,1,Yes,,,,,,,,,,120
Female,18-25,"< $50,000",4 year degree,Single,Suburban,Single family home,1,11-25 lbs,No,106,29,26,34,Yes,Yes,< $100,1-2,4,4,1 = Never,2,1 = Never,1 = Never,1 = Never,Yes,SUV or Cross-over,Yes,No,No,No,No,No,,3,4,4,4,2,1,3,4,,,,,,,,,,No,109
Female,18-25,"< $50,000",Some college,Single,Suburban,Single family home,1,11-25 lbs,No,,55,,13,No,No,,0,4,2,1 = Never,1 = Never,1 = Never,1 = Never,2,No,I do not drive with my dogs,Yes,Yes,No,No,No,No,,3,5 = Most Influential,5 = Most Influential,1 = Least Influential,2,4,3,1,,,,,,,No,,,,150
Female,18-25,"$50,000 -$99,999",2 year degree,Single,Suburban,Single family home,2,< 10 lbs,Yes,0,203,0,197,Yes,Yes,$100 - $199,1-2,5 = Always,3,1 = Never,2,4,3,1 = Never,Yes,Sports car,Yes,No,No,No,No,Yes,0,2,5 = Most Influential,5 = Most Influential,3,,,,,,No,,,,,,,,,100
Male,25-40,"< $50,000",2 year degree,Single,Suburban,Single family home,1,11-25 lbs,No,0,37,0,14,No,No,,3-5,4,2,1 = Never,2,3,1 = Never,2,No,Sedan,No,No,No,No,No,No,,4,3,5 = Most Influential,3,2,4,3,1,No,,,,,,,,,,40
Female,25-40,"$100,000 - $149,999",4 year degree,Single,Suburban,Apartment,1,91 - 120 lbs,No,46,128,150,,No,Yes,$100 - $199,3-5,5 = Always,1 = Never,1 = Never,4,2,2,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,3,4,4,4,2,3,4,1,,,,,,,,,Yes,,150
Female,18-25,"< $50,000",Some college,Single,Urban,Single family home,2,"< 10 lbs,26-40 lbs",No,,109,,,No,No,,1-2,2,1 = Never,1 = Never,3,3,1 = Never,1 = Never,No,Sedan,Yes,No,No,No,No,No,,3,3,4,4,2,4,3,1,,,,Yes,,,,,,,250
Female,18-25,"$50,000 -$99,999",4 year degree,In a relationship,Suburban,Single family home,1,41-70 lbs,Yes,0,80,0,54,No,Yes,$50 - $99,1-2,3,5 = Always,1 = Never,1 = Never,2,2,3,No,Sedan,Yes,No,No,No,No,No,,1 = Least Influential,2,3,4,1,3,4,2,,,,,,,,Yes,,,250
Female,18-25,"< $50,000",4 year degree,Single,Suburban,Single family home,2,11-25 lbs,No,231,391,298,446,No,Yes,$100 - $199,1-2,5 = Always,2,1 = Never,4,4,5 = Always,3,No,Sedan,Yes,No,No,No,No,No,,3,3,4,1 = Least Influential,3,4,2,1,,,,,,,,,,Yes,$200
Female,18-25,"$150,000 - $199,999",Some college,Single,Suburban,Single family home,1,41-70 lbs,Yes,,60,28,34,No,No,,1-2,5 = Always,4,3,1 = Never,2,1 = Never,2,No,"SUV or Cross-over,Sedan",Yes,No,No,No,No,No,,4,4,5 = Most Influential,3,1,4,3,2,,,,,,,,,No,,60
Female,18-25,"< $50,000",Some college,Married or Domestic Partnership,Major City,Single family home,2,"26-40 lbs,71-90 lbs",No,,201,,0,No,Yes,$200 - $299,1-2,3,2,1 = Never,2,4,1 = Never,3,No,"Sedan,Truck",No,Yes,No,No,No,No,,3,4,4,2,2,4,3,1,,,,,Yes,,,,,,50
Female,25-40,"$50,000 -$99,999",2 year degree,Single,Suburban,Single family home,2,91 - 120 lbs,No,0,150,0,0,No,No,,3-5,2,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,Yes,No,No,No,No,No,,4,4,5 = Most Influential,2,4,3,1,2,,,,,,,Yes,,,,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,25-40,"< $50,000",High school graduate,Single,Suburban,Single family home,3+,26-40 lbs,No,,110,,41,No,No,,1-2,3,1 = Never,1 = Never,1 = Never,1 = Never,2,2,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,3,3,3,2,1,2,3,4,,,,,,Yes,,,,,250
Female,18-25,"< $50,000",Some college,Single,Suburban,Multi-family home,1,71-90 lbs,No,,,,,No,Yes,$50 - $99,3-5,2,1 = Never,1 = Never,2,2,1 = Never,1 = Never,No,Mini-van or van,No,No,No,No,No,No,,2,1 = Least Influential,3,1 = Least Influential,2,4,3,1,,,,,,,,Yes,,,100
Male,25-40,"< $50,000",Some college,In a relationship,Rural,Single family home,2,"< 10 lbs,11-25 lbs",Yes,,100,,6,No,No,,6-7,5 = Always,1 = Never,1 = Never,5 = Always,3,3,3,Yes,Sports car,Yes,Yes,No,No,No,Yes,110,5 = Most Influential,3,3,1 = Least Influential,3,4,2,1,,,,,,,,,,Yes,200
Female,18-25,"< $50,000",4 year degree,In a relationship,Urban,Single family home,1,< 10 lbs,No,6,10,204,215,No,No,,1-2,4,2,1 = Never,1 = Never,2,1 = Never,3,No,"SUV or Cross-over,Sedan,Compact",Yes,No,No,No,No,Yes,40,5 = Most Influential,2,4,3,1,4,3,2,,No,,,,,,,,,100
Female,25-40,"< $50,000",Graduate degree and beyond,In a relationship,Suburban,Single family home,1,11-25 lbs,No,,43,,43,No,No,,0,4,1 = Never,1 = Never,4,1 = Never,5 = Always,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,No,Yes,20,4,3,4,1 = Least Influential,2,4,3,1,,,,,,,,,,Yes,175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,25-40,"$150,000 - $199,999",4 year degree,Married or Domestic Partnership,Major City,Single family home,1,41-70 lbs,No,4,80,10,6,No,Yes,$100 - $199,3-5,2,1 = Never,1 = Never,2,3,1 = Never,1 = Never,No,"SUV or Cross-over,Sedan",Yes,No,No,No,No,No,,5 = Most Influential,4,4,2,2,4,3,1,Yes,,,,,,,,,,120
Female,25-40,"< $50,000",Some college,Married or Domestic Partnership,Suburban,Single family home,1,41-70 lbs,No,,36,,,No,Yes,$100 - $199,3-5,3,1 = Never,1 = Never,2,1 = Never,1 = Never,2,No,SUV or Cross-over,Yes,Yes,No,No,No,No,,3,4,4,1 = Least Influential,2,1,4,3,,,No,,,,,,,,50
Female,18-25,"$100,000 - $149,999",Some college,Single,Rural,Apartment,1,41-70 lbs,No,45,90,250,42,No,No,,1-2,4,2,1 = Never,4,4,1 = Never,1 = Never,No,Sedan,Yes,No,No,No,No,No,,4,4,5 = Most Influential,3,2,4,3,1,,,,,,,,,,Yes,$100
Female,25-40,"< $50,000",Some college,In a relationship,Rural,Single family home,3+,"11-25 lbs,26-40 lbs,41-70 lbs,91 - 120 lbs",Yes,,100,,,No,Yes,$50 - $99,1-2,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,2,No,Compact,Yes,Yes,No,No,No,No,,5 = Most Influential,3,5 = Most Influential,3,2,4,3,1,No,,,,,,,,,,60
Female,25-40,"$100,000 - $149,999",High school graduate,Married or Domestic Partnership,Suburban,Single family home,1,41-70 lbs,Yes,0,101,0,0,No,Yes,$50 - $99,1-2,2,1 = Never,1 = Never,2,2,1 = Never,1 = Never,No,Sedan,No,Yes,No,No,No,No,,2,3,5 = Most Influential,4,3,4,2,1,,,,,,,,Yes,,,150
Female,25-40,"$100,000 - $149,999",Graduate degree and beyond,Married or Domestic Partnership,Suburban,Townhouse,1,11-25 lbs,No,40,20,,86,No,No,,0,2,1 = Never,1 = Never,4,3,1 = Never,3,No,"SUV or Cross-over,Sedan",Yes,Yes,No,No,No,Yes,65,4,2,3,3,2,4,3,1,,,,,,,,,Yes,,150
Non-binary / third gender,18-25,"< $50,000",Some college,Single,Urban,Single family home,2,"< 10 lbs,11-25 lbs",No,,107,,139,No,No,,3-5,5 = Always,2,1 = Never,2,2,1 = Never,1 = Never,No,SUV or Cross-over,Yes,No,No,No,No,No,,3,3,4,2,1,3,2,4,,,No,,,,,,,,50
Female,25-40,"< $50,000",2 year degree,Married or Domestic Partnership,Major City,Apartment,1,< 10 lbs,No,,3,,,No,Yes,$100 - $199,1-2,3,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,2,No,"SUV or Cross-over,Sedan",Yes,No,No,No,No,No,,2,3,4,2,1,4,3,2,,,,,,No,,,,,25
Female,25-40,"$50,000 -$99,999",4 year degree,Single,Major City,Apartment,1,11-25 lbs,No,,10,,,No,Yes,$100 - $199,3-5,4,1 = Never,1 = Never,2,1 = Never,1 = Never,1 = Never,No,Compact,Yes,Yes,No,No,No,Yes,0,3,3,3,1 = Least Influential,2,4,3,1,,,,,,,Yes,,,,100
Female,18-25,"< $50,000",Some college,In a relationship,Suburban,Condominium,1,41-70 lbs,No,17,52,,54,No,No,,1-2,4,2,1 = Never,1 = Never,2,1 = Never,2,No,Sedan,Yes,No,No,No,Yes,No,,2,3,3,2,2,4,3,1,,,,,Yes,,,,,,200
Female,18-25,"$250,000 - $299,999",Some college,Single,Suburban,Single family home,2,"11-25 lbs,41-70 lbs",No,,122,,48,No,Yes,$100 - $199,3-5,3,2,1 = Never,2,4,3,2,No,"SUV or Cross-over,Sedan",Yes,Yes,No,No,No,No,,4,4,4,2,1,3,4,2,,,,,,,No,,,,60
Female,18-25,"$100,000 - $149,999",High school graduate,Single,Suburban,Single family home,1,41-70 lbs,No,120,255,,,No,No,,6-7,2,3,1 = Never,1 = Never,1 = Never,2,3,No,"SUV or Cross-over,Sedan,Compact",Yes,Yes,No,No,No,No,,3,4,3,1 = Least Influential,2,3,4,1,,,,,,Yes,,,,,250
Female,25-40,"$50,000 -$99,999",2 year degree,Married or Domestic Partnership,Rural,Single family home,1,26-40 lbs,Yes,,106,,14,No,No,,1-2,2,1 = Never,1 = Never,2,2,1 = Never,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,No,Yes,50,4,2,3,4,2,4,3,1,,,,,,,,,,Yes,400
Male,18-25,"$50,000 -$99,999",Some college,Single,Urban,Single family home,2,"11-25 lbs,26-40 lbs",No,,60,,,No,No,,1-2,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,3,No,I do not drive with my dogs,Yes,No,No,No,No,No,,5 = Most Influential,4,4,3,3,4,1,2,,,,Yes,,,,,,,300
Male,25-40,"$50,000 -$99,999",High school graduate,Married or Domestic Partnership,Rural,Single family home,2,71-90 lbs,No,,100,,,No,Yes,$100 - $199,1-2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,No,Yes,No,No,No,No,,3,3,5 = Most Influential,2,1,4,3,2,,,,,,Yes,,,,,200
Female,25-40,"$50,000 -$99,999",4 year degree,Single,Suburban,Condominium,1,41-70 lbs,Yes,74,27,,,No,No,,3-5,5 = Always,1 = Never,1 = Never,1 = Never,2,2,2,No,Compact,Yes,Yes,No,No,Yes,Yes,25,5 = Most Influential,1 = Least Influential,4,2,2,3,4,1,,,,,,,,,No,,50
Male,18-25,"$200,000 - $249,999",Some college,Single,Urban,Single family home,2,11-25 lbs,Yes,0,52,0,52,No,No,,3-5,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,SUV or Cross-over,Yes,No,No,No,No,No,,4,3,2,1 = Least Influential,1,3,2,4,No,,,,,,,,,,20
Male,18-25,"$50,000 -$99,999",Some college,Single,Suburban,Single family home,3+,"41-70 lbs,71-90 lbs",No,,,,,No,No,,6-7,3,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,Yes,No,No,No,No,No,,3,2,4,1 = Least Influential,1,4,3,2,,,,,,,Yes,,,,200
Male,18-25,"< $50,000",Some college,Single,Urban,Apartment,1,< 10 lbs,No,,101,,51,No,No,,1-2,3,3,1 = Never,1 = Never,1 = Never,4,5 = Always,No,"Sedan,Mini-van or van",No,No,No,No,No,No,,3,4,4,3,1,4,3,2,,,,,No,,,,,,30
Non-binary / third gender,25-40,"< $50,000",Some college,In a relationship,Suburban,Single family home,2,"11-25 lbs,71-90 lbs",No,91,41,0,0,No,No,,0,2,1 = Never,1 = Never,3,1 = Never,1 = Never,1 = Never,No,SUV or Cross-over,Yes,Yes,No,No,Yes,Yes,0,1 = Least Influential,1 = Least Influential,4,3,2,4,3,1,,,,,Yes,,,,,,100
Male,18-25,"$50,000 -$99,999",High school graduate,In a relationship,Suburban,Single family home,1,11-25 lbs,No,,31,,,No,Yes,$100 - $199,0,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,No,No,No,No,No,No,,5 = Most Influential,1 = Least Influential,5 = Most Influential,5 = Most Influential,1,4,2,3,,,No,,,,,,,,100
Male,25-40,"< $50,000",High school graduate,Single,Rural,Single family home,1,11-25 lbs,Yes,150,500,250,100,No,Yes,$100 - $199,3-5,3,2,1 = Never,4,4,2,5 = Always,No,Truck,No,Yes,Yes,Yes,No,No,,2,3,2,3,3,4,2,1,,No,,,,,,,,,100
Male,18-25,"< $50,000",2 year degree,Single,Suburban,Multi-family home,2,"11-25 lbs,41-70 lbs",No,,115,,308,No,No,,6-7,5 = Always,1 = Never,1 = Never,1 = Never,3,3,4,No,SUV or Cross-over,Yes,No,No,No,No,No,,3,5 = Most Influential,3,2,3,2,1,4,,,,Yes,,,,,,,400 dollars.
Male,25-40,"$50,000 -$99,999",4 year degree,Married or Domestic Partnership,Major City,Apartment,1,11-25 lbs,No,81,18,0,0,No,Yes,$100 - $199,3-5,3,1 = Never,1 = Never,2,2,1 = Never,2,No,Compact,Yes,No,No,No,No,No,,4,2,5 = Most Influential,3,1,4,3,2,,,,Yes,,,,,,,30
Male,25-40,"< $50,000",High school graduate,Single,Rural,Single family home,3+,"26-40 lbs,41-70 lbs",No,,102,,,No,Yes,$100 - $199,0,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,Sedan,Yes,Yes,No,No,No,No,,3,3,4,2,1,4,3,2,,,,,,,,,No,,0
Male,18-25,"$100,000 - $149,999",High school graduate,Single,Suburban,Single family home,2,"11-25 lbs,41-70 lbs",No,201,150,,,No,No,,6-7,3,3,1 = Never,2,1 = Never,1 = Never,1 = Never,No,"SUV or Cross-over,Compact",Yes,Yes,No,No,No,No,,4,4,4,3,2,3,4,1,,Yes,,,,,,,,,200
Female,18-25,"$50,000 -$99,999",Some college,Single,Suburban,Single family home,2,11-25 lbs,No,,80,,,No,No,,1-2,4,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,SUV or Cross-over,Yes,No,No,No,No,No,,2,3,3,3,3,4,2,1,,,,,Yes,,,,,,150
Male,18-25,"< $50,000",Some college,Single,Suburban,Single family home,1,71-90 lbs,Yes,,100,,25,No,No,,1-2,4,4,1 = Never,2,3,3,3,No,Sedan,Yes,Yes,No,No,No,Yes,45,4,3,3,2,2,4,3,1,,,,,Yes,,,,,,50
Male,41-56,"< $50,000",4 year degree,Married or Domestic Partnership,Suburban,Single family home,3+,"11-25 lbs,41-70 lbs,91 - 120 lbs,> 120 lbs",No,,125,,40,No,Yes,$100 - $199,0,2,1 = Never,1 = Never,1 = Never,2,2,2,No,"SUV or Cross-over,Truck,Convertible",No,Yes,No,No,No,No,,3,3,4,1 = Least Influential,2,3,4,1,,No,,,,,,,,,50
Male,25-40,"< $50,000",Trade profession,Divorced or Separated,Rural,Single family home,1,< 10 lbs,No,,21,,10,No,Yes,$100 - $199,1-2,4,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,Truck,Yes,Yes,No,No,No,No,,3,3,4,4,2,4,3,1,,,,Yes,,,,,,,250
Male,25-40,"< $50,000",Some college,In a relationship,Suburban,Single family home,2,11-25 lbs,No,,60,,,No,No,,3-5,3,2,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,No,I do not drive with my dogs,Yes,Yes,No,No,No,No,,4,4,4,1 = Least Influential,4,1,2,3,,,,,,,,Yes,,,300
Male,41-56,"$50,000 -$99,999",Some college,Married or Domestic Partnership,Rural,Single family home,2,"< 10 lbs,71-90 lbs",No,,120,,90,No,No,,3-5,5 = Always,2,1 = Never,1 = Never,3,2,5 = Always,No,Sedan,No,No,No,No,No,No,,4,5 = Most Influential,2,4,2,4,3,1,,,,,,,Yes,,,,130
